record_id,in_date,day_name,out_date
J4Hg4NxQ_SAK7_rckB1Srg,2016-03-11,Friday,2016-03-21
h6ciR9BrKcFQWtlAAcRRjA,2016-03-11,Friday,2016-03-19
y90gRRBCSqXNy7e8DtbmRw,2016-03-11,Friday,2016-03-21
NYDk1CpvNoUiMCaGLRxpOw,2016-03-11,Friday,2016-03-19
h0UodqeL1JwLeg63lQ1M-g,2016-03-11,Friday,2016-03-18
SsfpGBgO5db3s922VKYgNg,2016-03-11,Friday,2016-03-19
1EbwqL2USmZJyxmrZLLhWw,2016-03-11,Friday,2016-03-20
xuL-PX7T4Atl3dKzVDHpRQ,2016-03-11,Friday,2016-03-21
Wzb9-xAc_YWTicHbLQL5BQ,2016-03-11,Friday,2016-03-19
Ph6Nb31mNilUXBBtkA97mw,2016-03-11,Friday,2016-03-21
ttCIQyW_3_uzr1NedKlEjA,2016-03-11,Friday,2016-03-18
_5LrGRdSYBUUfL5ew9rrsA,2016-03-11,Friday,2016-04-01
yiH_erMpl4_6hSQNZkG82w,2016-03-11,Friday,2016-03-18
XsPoHTGPRVQKm0N_0MCJ-w,2016-03-11,Friday,2016-04-02
PuvRQtiSUS-ha9AVQ_zdmQ,2016-03-11,Friday,2016-03-19
DKMHUxQH7JvvIli1-EBQYQ,2016-03-11,Friday,2016-03-19
wwb1dNJ3iGNIAILDF8Vvhg,2016-03-11,Friday,NULL
VWR3nB3CYiblW_rywM2Uvw,2016-03-11,Friday,2016-03-29
I9rniZu6OIA3B_j5D7ivLw,2016-03-11,Friday,2016-03-21
Ocx9v2ljyPGMOmlsBu4G7g,2016-03-11,Friday,2016-03-19
M3AlntklniVkDo7auVh79A,2016-03-11,Friday,2016-03-18
9ccdP_prgSacVLeFM0MNFQ,2016-03-11,Friday,2016-03-21
Y1Ur8h9pCd7W_0a5ZXUK6A,2016-03-11,Friday,2016-03-18
3XfRmbdRAcgx0RgT1FqLcg,2016-03-11,Friday,2016-03-18
G1UDphcgGx3a_w-jh49jnw,2016-03-11,Friday,2016-03-19
lXL4Ntdknt3AIsgohYQQ7g,2016-03-11,Friday,2016-03-21
lLbQbN7xg2uGP9eR-e2oGg,2016-03-11,Friday,2016-03-18
1_2L0jl_xAmw3KEL7cgLMA,2016-03-12,Saturday,2016-03-20
P5vjVk2L4nr5iFtpfipV8Q,2016-03-12,Saturday,NULL
vJXPqOB2CzxFtco2uxADBQ,2016-03-12,Saturday,2016-03-22
2tZDnAjU3mHETh70E7j9bg,2016-03-12,Saturday,2016-03-22
ZzjxM40EouD4jV3BzSIHkA,2016-03-12,Saturday,2016-03-22
B3dQV-ks2IqHwggiFJfhIQ,2016-03-13,Sunday,2016-03-21
oxS7Gp6oD_mP_aDxkyOhAQ,2016-03-13,Sunday,2016-03-22
WT22iYQToMqG1FPBC0NyvQ,2016-03-14,Monday,2016-03-21
wi-imF4HCvFKPeU-zTaXNg,2016-03-14,Monday,2016-03-22
Byj3jQzMLjU82rKkG24ZbA,2016-03-14,Monday,2016-03-21
g_iXw7-qzM504LzFSSRpAA,2016-03-14,Monday,2016-03-21
jXj43Q7lM7V4OEoqkE7YQw,2016-03-14,Monday,2016-03-24
hrsTmIwj3yY9Jgh7j3w56A,2016-03-14,Monday,2016-03-23
3YJiI8CnCR-Xd3xnFlWV6g,2016-03-14,Monday,2016-03-22
yEXejbRlM9htkX31AOLbGg,2016-03-14,Monday,2016-03-24
WIRxi7BUeF60r8XQmnocPQ,2016-03-14,Monday,2016-03-21
J45PhzOH7ogg_GtGATIDKA,2016-03-14,Monday,2016-03-22
0N-gslV2sxaVlj5gf2mwdw,2016-03-14,Monday,2016-03-24
Mj8fTRMPG89j0n2lIrIi_w,2016-03-14,Monday,2016-03-22
OyQfN1OhqYiuC4iiKnWylg,2016-03-14,Monday,2016-04-01
3rwrV64Fzd9fLvnA-QPe1Q,2016-03-14,Monday,2016-03-21
nh4Z6_NWGjJ8IZ4It4piKA,2016-03-14,Monday,2016-03-22
6T9P6-_8jn2rANxeJGEhtQ,2016-03-14,Monday,2016-04-01
o9rYjXV4SnAiW1kxrt-bWQ,2016-03-14,Monday,2016-04-06
iFf-8hnV4MiteAKozmSmYA,2016-03-14,Monday,2016-03-24
ck3arDddSXFYHulwHZTJrQ,2016-03-14,Monday,2016-03-23
fHM_0NUEtGYr0dLVh7bXyg,2016-03-14,Monday,2016-03-23
m8ZE4lTnjflpBIx5jx8oTA,2016-03-14,Monday,2016-03-24
cMoa2m-KFazwA7Y8WgYhFA,2016-03-14,Monday,2016-03-22
2OQWXnpYqwgOnfXlW1hMdA,2016-03-14,Monday,2016-03-23
oqRbu0tb3IDKyJLTlW6LqQ,2016-03-14,Monday,NULL
GuPyOQIY5HmG7nXL8bUn7Q,2016-03-14,Monday,NULL
nxvSdMr6oCAVICyoEka3iw,2016-03-14,Monday,2016-03-21
8oGGAF8WSJhDHSQQaesxSQ,2016-03-14,Monday,2016-03-23
6DzD0y1fJbOpS053Dlu-ww,2016-03-14,Monday,2016-03-23
nX0mtijrqs-qjBSluaokDg,2016-03-14,Monday,2016-04-05
_IgCvGMazsrTbUaS0Xel2w,2016-03-14,Monday,2016-03-24
ODSt3-vhXt_-fqr1xI8JQg,2016-03-14,Monday,2016-03-22
iwL3yRBVLG3_8TjOTwPr2w,2016-03-14,Monday,2016-03-21
a3yJJMGaltUUJq_hvqaDjQ,2016-03-14,Monday,2016-03-27
F1Ynq691Kni9EB3fDgp_jQ,2016-03-14,Monday,2016-03-21
GXNMtAxqerp9WJGjeQycEg,2016-03-14,Monday,2016-03-22
oAWv4gGzRht7rXoTtwq8xw,2016-03-14,Monday,2016-03-26
1rUSTznk64NAsdhx1U-OUQ,2016-03-14,Monday,2016-04-02
vWbJlqPTRbdrxZ4rENhyGg,2016-03-14,Monday,2016-03-24
0AfYS70IzAhk6DqndQg8iw,2016-03-14,Monday,2016-03-24
iHvJ_Ncf9IZ7IbGD3bi9Rw,2016-03-14,Monday,2016-03-21
I_U0PKQIL98b8p01_A7i2A,2016-03-14,Monday,2016-03-21
Vwv_lsZJCVJRvvkEGvIQrA,2016-03-14,Monday,2016-03-23
_IgCvGMazsrTbUaS0Xel2w,2016-03-14,Monday,2016-03-24
VIrGfBS4uKBUqrtBRl4HRA,2016-03-14,Monday,2016-03-24
a3yJJMGaltUUJq_hvqaDjQ,2016-03-14,Monday,2016-03-27
47bUNU1UZPqFqqC8GoiumQ,2016-03-14,Monday,2016-03-21
pmIQX6nT6NMezQZQLHoLIQ,2016-03-14,Monday,2016-03-21
2OQWXnpYqwgOnfXlW1hMdA,2016-03-14,Monday,2016-03-23
qX4qWTjjmMbwurkAbae1lg,2016-03-14,Monday,2016-03-22
bqdahM-JOcWGALRGe6RWUg,2016-03-14,Monday,2016-03-21
q1L0-BMIrFzBXS-3q5AeFQ,2016-03-14,Monday,2016-03-23
xgA8_9HJ1qlPomNOA-z9iw,2016-03-14,Monday,2016-03-23
ojl9vOOhtc37h6UcOm_kBg,2016-03-14,Monday,2016-03-22
AvFHS1CepjQ0XDTpSvCkQQ,2016-03-14,Monday,2016-03-22
1cAGPfXwqbsl6dMupKMsRw,2016-03-14,Monday,2016-03-23
r3vhs63GrvQZQf7Uqh8hkg,2016-03-14,Monday,2016-03-22
RT2USFWzVl3TsYbFu1q9vw,2016-03-14,Monday,2016-03-23
G1oDd04akEUY9KN-jkv6jQ,2016-03-14,Monday,2016-03-24
kdZcKGargfJUv_C_nQNIpA,2016-03-14,Monday,2016-03-24
758RzwFoGp1qpuha_DRmyw,2016-03-14,Monday,2016-03-31
p45iT87p2YTCdlxZ7xGuOw,2016-03-14,Monday,2016-03-23
OELPmbyLLSpxzXlia3d1jw,2016-03-14,Monday,2016-03-21
WAy-ZzLXzXklGLt278_ysA,2016-03-14,Monday,2016-03-22
aG1MsrInLBZBgX_84-hoVA,2016-03-14,Monday,2016-03-24
QymFjEyP73CmR1VrdAf9ag,2016-03-14,Monday,2016-03-21
G6T-hJDtGWzdWjaXWE59qQ,2016-03-14,Monday,2016-03-24
18zoX_5mpTuHG6Ol12hMtQ,2016-03-14,Monday,2016-03-22
RDAFAiVwgHJcOiU-AMukfg,2016-03-14,Monday,2016-03-21
WAy-ZzLXzXklGLt278_ysA,2016-03-14,Monday,2016-03-22
vu6yxyppsja3Tj5m3E7nIg,2016-03-14,Monday,2016-03-21
oAZvCJOrOKTCzYoryiZ_uQ,2016-03-15,Tuesday,2016-03-25
MofMJS1FCkMgUKcQ4EDPuA,2016-03-15,Tuesday,2016-04-03
qPgBM2mSPMx_80yIAaacyA,2016-03-15,Tuesday,2016-03-24
93a0MgzPqZ6Ry8Ik6gyYEw,2016-03-15,Tuesday,2016-03-25
BnSA362RKfOGc0xdeSIs-w,2016-03-15,Tuesday,2016-03-24
BCOQfhcD4lJGCjoA9XQjLQ,2016-03-15,Tuesday,2016-03-24
2toLNDyEOSK43NUYzofBdg,2016-03-15,Tuesday,2016-03-22
PDBXFzGxfjt4USVlXv1eKw,2016-03-15,Tuesday,2016-03-24
HpnZfbDK9b4EZ6ziNoxHaw,2016-03-15,Tuesday,2016-03-31
tdPimIDsRu9oKKut1h2H7A,2016-03-15,Tuesday,NULL
Z1EwocCHW6xZ_zP8qYt9sg,2016-03-15,Tuesday,2016-03-24
vNALS7Ep-a9CZAlSNj0V9A,2016-03-15,Tuesday,2016-03-23
-cSM7rgMzjVXOBPyWXZ-eg,2016-03-15,Tuesday,2016-03-23
_mqB1IPWZUbPIanTPVORww,2016-03-15,Tuesday,2016-03-22
G4HliUIr0UsafKT1DGJLZQ,2016-03-15,Tuesday,2016-03-22
tYkeHS25xaGcsK4FsS1ErQ,2016-03-15,Tuesday,2016-03-24
O8469qTP3vOv-SsreFzrGA,2016-03-15,Tuesday,2016-03-24
9_8IIY9Um4F0CdajG4viEg,2016-03-15,Tuesday,2016-03-22
HiopgxaFfVwtA0UEbUs2dw,2016-03-15,Tuesday,2016-03-25
zJ6mgxIsKmA5crl0opuD1w,2016-03-15,Tuesday,2016-03-23
HpnZfbDK9b4EZ6ziNoxHaw,2016-03-15,Tuesday,2016-03-31
BtHaSH026kxuyj3jc4M-fw,2016-03-15,Tuesday,2016-03-22
YUWrp73vTkqfUIdlltQNlQ,2016-03-15,Tuesday,2016-03-25
6NN2lUIhofIGaqDVRrFJtw,2016-03-15,Tuesday,2016-03-25
pOMg2bsh4ekjadbv2jw60A,2016-03-15,Tuesday,2016-03-22
tTVr6nWFQtu3TUKWFeJsLw,2016-03-15,Tuesday,NULL
PLnqYil2LROKNaphUbsKNA,2016-03-15,Tuesday,2016-03-23
O8469qTP3vOv-SsreFzrGA,2016-03-15,Tuesday,2016-03-24
k4aPyQGDZYPMCtauctEoiw,2016-03-15,Tuesday,2016-03-22
4im45xz_YFbK9zDnAtwb9Q,2016-03-15,Tuesday,2016-03-23
8dtxBR_7OsXk8l358jpPAw,2016-03-15,Tuesday,2016-03-25
OavCM8PPIErtFOKfi5nrzw,2016-03-15,Tuesday,2016-03-24
AhSx6jeP-1J1Z1-qR7KvNQ,2016-03-15,Tuesday,2016-03-23
JMBvJh8UldoeQ-g96nlMXA,2016-03-15,Tuesday,2016-03-24
v1dl1LdMI60f5GvNTFAaYA,2016-03-15,Tuesday,2016-03-24
y5HfOdfw10A3ZYHUC4mBRQ,2016-03-15,Tuesday,2016-03-25
m-jE-grBeiwY2wTeXiZ4AA,2016-03-15,Tuesday,2016-03-23
vTKk4vBMcRysch780iyGHg,2016-03-15,Tuesday,2016-03-23
Dha709qNuPb9dpqROpUbPA,2016-03-15,Tuesday,2016-03-22
f9Lh8t2Hy4r8M6DuFWKlXg,2016-03-15,Tuesday,2016-03-25
FR2mZQECBmUfKnGFAT7zkQ,2016-03-15,Tuesday,2016-03-22
c4vFkLUbGcZjhYKn-Cs-7g,2016-03-15,Tuesday,2016-03-23
x3JIBCThiFw-zSPiJ6MXbQ,2016-03-15,Tuesday,2016-03-24
RBx7K65YLHlr6xTiqhWyXw,2016-03-15,Tuesday,2016-03-23
3-bFZGk1jeN2ZpHDv-BMDA,2016-03-15,Tuesday,2016-03-23
I9SNju9Le1X-JCreeZgzrg,2016-03-15,Tuesday,2016-03-25
HkI55OzT-RRqQWypEytQxQ,2016-03-15,Tuesday,2016-04-05
F0-efTkRE8Vm2UNzLYAiJQ,2016-03-15,Tuesday,2016-03-23
HiopgxaFfVwtA0UEbUs2dw,2016-03-15,Tuesday,2016-03-25
-uivjJqO0YD2m2AsF6KIFw,2016-03-15,Tuesday,2016-03-25
XpIkQaw-cOsv5fN-MXmKQA,2016-03-15,Tuesday,2016-04-01
LWsPaVsUcJOYREyRz7YsMg,2016-03-15,Tuesday,2016-03-25
__edYk5lB2enrwKxxOdtHg,2016-03-15,Tuesday,2016-03-24
KGyMhp3FIIA3DgCEyelkVg,2016-03-15,Tuesday,2016-03-24
MM-ywS5hQtbRdSIn6GjbLw,2016-03-15,Tuesday,2016-03-24
ceGFSkbTzGdTt4NON80ocg,2016-03-15,Tuesday,2016-03-25
0FgVL0G6EeWBQ1t2bYmHnA,2016-03-15,Tuesday,2016-03-25
BVD1r5LfMXJOg7qcT21J0Q,2016-03-15,Tuesday,2016-03-25
_dHKEtku-7xOxBChT2vlYA,2016-03-15,Tuesday,2016-03-27
8dtxBR_7OsXk8l358jpPAw,2016-03-15,Tuesday,2016-03-25
MJHyuSYrdm8L8FeEe3s1rg,2016-03-15,Tuesday,2016-03-23
cqw3xRvkyRiZa-yGDuQT7Q,2016-03-15,Tuesday,2016-04-03
rRhafL-__rSvtVUGimVlGQ,2016-03-15,Tuesday,2016-03-22
ngVS7OVH0fap1sXKT7yt7Q,2016-03-15,Tuesday,2016-03-27
QG3jtA9mqLaxnJ-nxRQEzw,2016-03-15,Tuesday,2016-03-23
XDLSuxtp-PXXDB_BXjFScw,2016-03-15,Tuesday,2016-03-25
kRKSxMEgzpop1xVBUz2i6w,2016-03-15,Tuesday,2016-03-23
2lMcKiND-qBriCYdxxb4nQ,2016-03-15,Tuesday,2016-03-25
-3OE_J5b6HqtDaQn9ze-zg,2016-03-15,Tuesday,2016-03-25
CM3v9azlB_TADO_ovGdBpg,2016-03-15,Tuesday,2016-03-24
JJEijeedSm9Etyinoh9BtQ,2016-03-15,Tuesday,2016-03-22
9kkyc_6ylymD1fKo-QBU9Q,2016-03-15,Tuesday,2016-03-24
8mOAhC53rgnW0raFbrAn-g,2016-03-15,Tuesday,2016-03-25
fJnqELvu74LxqYx56D8I0w,2016-03-15,Tuesday,2016-03-22
xxE1U3mItIfTMPQPCQK6wg,2016-03-15,Tuesday,2016-04-03
g7UjmWG4KWYptU40LZOnng,2016-03-15,Tuesday,2016-03-23
Fie2TIj0SVB33n2H_IPihA,2016-03-15,Tuesday,2016-03-22
2q9Naclt1tsORemkH6qZHg,2016-03-15,Tuesday,2016-03-25
SgtO9vQi4Y1WzYBlppwF_g,2016-03-15,Tuesday,2016-03-23
Xep8zOjb9CSpjPzUUIglLA,2016-03-15,Tuesday,2016-03-23
-37VFivwm7cjsvJWTIY4SA,2016-03-15,Tuesday,2016-03-25
4H5w9r1h7ivGMD7paYltkA,2016-03-15,Tuesday,2016-03-22
i48-Z63ABQHXd1DBKlhp1A,2016-03-15,Tuesday,2016-03-22
DVD8YlMQI0tie3SaZM-SfA,2016-03-15,Tuesday,NULL
_rAveVT9yqZ7z18DC9CctA,2016-03-15,Tuesday,NULL
zV0HeCFZCPKBFBwG-DRihA,2016-03-16,Wednesday,2016-03-26
8QjlJy0og_g3nes7yL_mlQ,2016-03-16,Wednesday,2016-03-24
_YDeCSBae-DsiB9gcWnnIA,2016-03-16,Wednesday,2016-03-23
nHEkTvFD1jPfmzJGpjxxVA,2016-03-16,Wednesday,2016-03-26
VoCALuSmazQi9HymSPcBXw,2016-03-16,Wednesday,2016-03-23
gNNWH-EqHdsd4l8Rihrvhg,2016-03-16,Wednesday,2016-03-23
K4eZWrYkB6Z_cET1-Fe1dg,2016-03-16,Wednesday,2016-04-01
Mqon81VdJ-4yQkV1ea_dCA,2016-03-16,Wednesday,2016-03-26
qOooGPqsn70FBPtW6c1EKQ,2016-03-16,Wednesday,2016-03-25
NECFwqO-Y60m1GD_A1mFbw,2016-03-16,Wednesday,2016-03-25
_X4hC1r5-tGpPOXCcOLueg,2016-03-16,Wednesday,2016-03-26
e_MGEB9R-o3wPzizkxEMVQ,2016-03-16,Wednesday,2016-03-23
t6vfNQQERGJ95VNieVc84A,2016-03-16,Wednesday,2016-03-23
DqQbSP5VLzUzx85lkrikxg,2016-03-16,Wednesday,2016-03-24
04B4TlujYuhHrHvW8T1hYQ,2016-03-16,Wednesday,2016-03-23
xjiQjwxLMjjCuXh-QI0Tpw,2016-03-16,Wednesday,2016-03-23
nzkEwrdhzYGFNJcj3vnu5w,2016-03-16,Wednesday,2016-03-24
TLD0eoi_Uv22Lwzk5RFJPQ,2016-03-16,Wednesday,2016-03-23
v58SrCNwwIxF2MHSYOr_tQ,2016-03-16,Wednesday,2016-03-26
k_GIqCBn4sT_G5CDXauWXg,2016-03-16,Wednesday,2016-03-28
-oOQ97lQeuiq56C6-ftw0A,2016-03-16,Wednesday,2016-03-25
N898p86u6OB-c9xZv-3p8w,2016-03-16,Wednesday,2016-03-23
vzX0ORQftvtr0RpqbGqc4g,2016-03-16,Wednesday,2016-03-25
lOihzuDWFf_DLcZirzRtGQ,2016-03-16,Wednesday,2016-04-10
BlNTfpkkeDk5nAJgp4uuBA,2016-03-16,Wednesday,2016-03-26
nIragqQUdsnbshv-oVKKYA,2016-03-16,Wednesday,2016-03-24
pHetnLlhREXae3KkZKaI4A,2016-03-16,Wednesday,2016-03-26
_fJ47lfXfhoN1qlyf7oh0g,2016-03-16,Wednesday,2016-03-25
C2S_SxovSayBOBKncikt7g,2016-03-16,Wednesday,2016-03-26
jCqTP4rkoZT9UdqbjEkw3Q,2016-03-16,Wednesday,2016-03-30
Jv6gK5smTNz4DpKjqeANIQ,2016-03-16,Wednesday,2016-03-25
9LSSCR7J094XdNLSjKP5vA,2016-03-16,Wednesday,2016-03-24
qcQI_sr-umDXfhm0BSKZbA,2016-03-16,Wednesday,2016-04-09
cYTuhdTJawZfJQEuyIzG7w,2016-03-16,Wednesday,2016-04-07
MSo8PxaG0C3Em-GCtm4FYA,2016-03-16,Wednesday,2016-03-26
miwkJfe_zzRSwr-hoVbjvg,2016-03-16,Wednesday,2016-03-26
9kmhZ4-b6H-g9rPnZ5b4Ow,2016-03-16,Wednesday,2016-03-31
vLzeDz8sjqiDzjryg7ppWg,2016-03-16,Wednesday,2016-03-26
quEIUaUEfKMfu9h5uccquw,2016-03-16,Wednesday,2016-03-23
NahLwqsH_JKLXH3zHesvlQ,2016-03-16,Wednesday,2016-03-24
i9Sm4Pgr9sXSGrjgHX9KCQ,2016-03-16,Wednesday,2016-03-25
bQHCnou6UJL2JGQTzlizww,2016-03-16,Wednesday,2016-03-23
OOxy0F4POti4VJzhARMSVA,2016-03-16,Wednesday,2016-03-23
p_a0GePxpSRa1tSIcdtHiQ,2016-03-16,Wednesday,2016-03-25
sb-YrzGA5qvIVlovMzxjBQ,2016-03-16,Wednesday,2016-04-07
qcQI_sr-umDXfhm0BSKZbA,2016-03-16,Wednesday,2016-04-09
dK_eJIfH3TToHtkg_z1AAg,2016-03-16,Wednesday,2016-03-24
53aM0M8-I33nh5c3JYOuMw,2016-03-16,Wednesday,2016-03-23
-78Ap8FIKG4b91jIQzyA2g,2016-03-16,Wednesday,2016-03-23
yTV-lJpOqvWCLiMtthi1jA,2016-03-16,Wednesday,2016-03-26
_fJ47lfXfhoN1qlyf7oh0g,2016-03-16,Wednesday,2016-03-25
WpyboueqvIxFV75fXRpDpA,2016-03-16,Wednesday,2016-03-26
PNH9k3JzwdjXV74krcWXoA,2016-03-16,Wednesday,2016-03-25
2n2muu0pYcb-i21cQmPk8A,2016-03-16,Wednesday,2016-04-09
pcXyQzqUEduoVcFuZOQe6w,2016-03-16,Wednesday,2016-03-24
inoxhotwJkbDqPiO5HWfdQ,2016-03-16,Wednesday,2016-03-30
H4AK_0-ThD8qAYKX7pyWVA,2016-03-16,Wednesday,2016-03-24
vtbE_RdA-QkkSrd0b4RLpQ,2016-03-16,Wednesday,2016-03-25
lt9DUVga0-vxT0cUK132Iw,2016-03-16,Wednesday,2016-03-23
1wIORXlFxB11qUC87Snyiw,2016-03-17,Thursday,2016-03-25
B_4wJ9zLVn2QkF1G2tpfqw,2016-03-17,Thursday,NULL
AOa8XahjienyzilrHnuJnQ,2016-03-17,Thursday,2016-03-25
k0uqwMo9EBQ8JjE5CX_bWw,2016-03-17,Thursday,2016-03-27
k97Ci1CS8Yh2_hpF5Gb14g,2016-03-17,Thursday,2016-03-26
sWDSoPRWYDE6kqLCBScPJA,2016-03-17,Thursday,2016-03-26
I_a2IFbAf8PJRnf6QlVxqg,2016-03-17,Thursday,2016-03-27
38FP9P5181ojTxE5CJbpJQ,2016-03-17,Thursday,2016-03-24
Z6bh3SnB8eDI5-hbBzlQNA,2016-03-17,Thursday,2016-03-26
G23Gs-b5QrCWDIw9tm0wpw,2016-03-17,Thursday,2016-03-26
1wIORXlFxB11qUC87Snyiw,2016-03-17,Thursday,2016-03-25
JeVqaa_AyHbwxdGCPbllCQ,2016-03-17,Thursday,2016-03-27
vVDJ8rZ6-CyiQVEbNuYHew,2016-03-17,Thursday,2016-03-24
pMseP7FV1l-79ZvXIHZBug,2016-03-17,Thursday,2016-04-08
6tjaUfXL7H3v1VL2USAA5Q,2016-03-17,Thursday,2016-03-26
UHcIIMbMjuKpjq0Jl2sFqw,2016-03-17,Thursday,2016-03-25
96VCGiKLzje_wl49lqwdvg,2016-03-17,Thursday,2016-03-27
RVAe6NUQhP28Xnh6gLhzMA,2016-03-17,Thursday,2016-03-27
D_xPI5q-jOJ_FyeWO0ceUQ,2016-03-17,Thursday,2016-03-25
YrptnvmuPO_35En24IoR_g,2016-03-17,Thursday,2016-03-25
A6ttelaEazxLfnNdCvmsVw,2016-03-17,Thursday,2016-03-25
bol9RssLO6nyfPbVXBJrhw,2016-03-17,Thursday,2016-03-24
cIa0ovYPyOtzxYlcaYWrRw,2016-03-17,Thursday,2016-03-25
ykKSi-x-vs0esa-YbcoRSA,2016-03-17,Thursday,2016-04-10
ZX0g-QuANqu-CwQ5p6CiZA,2016-03-17,Thursday,2016-03-25
TOY_IH1r74qlpKHLjqCd6w,2016-03-17,Thursday,2016-03-24
Z7RS-S-kKb7SGR1nAUdgSg,2016-03-17,Thursday,2016-03-27
mbAt2btKzv4lABn5mAHmPw,2016-03-17,Thursday,2016-03-25
UroU8VKhHR3M2K_2Dgx2lg,2016-03-17,Thursday,2016-03-27
WCtkii7cuVSe9jPZKC9ayg,2016-03-17,Thursday,2016-03-24
5IbUnaIYd8gYhyqkrllxxw,2016-03-17,Thursday,2016-04-11
Yt2bihMoBT9ijx-hswEFew,2016-03-17,Thursday,2016-04-03
Av27RBD46vH6m8G9L72VGQ,2016-03-17,Thursday,2016-03-27
JeVqaa_AyHbwxdGCPbllCQ,2016-03-17,Thursday,2016-03-27
2qe2TpVEZLI0bLs2TGakpg,2016-03-17,Thursday,2016-03-25
KTVt1FCrkfhgtLK_xK8eaA,2016-03-17,Thursday,2016-03-25
EI5GcLtUW0BcU-S6pWajiQ,2016-03-17,Thursday,2016-03-25
n7PG4MxnFdLTtTyNeI69VQ,2016-03-17,Thursday,2016-03-24
OCRQmZEXJkoGMqQ_67fzCg,2016-03-17,Thursday,2016-03-27
xSrVGSWFXDAXtBzdQEvckw,2016-03-17,Thursday,2016-03-27
QzKDgL1cK6ixSx9TbN7lng,2016-03-17,Thursday,2016-03-25
32ZScDnG9pX9Sy5PyUgRqw,2016-03-17,Thursday,2016-03-29
INlaqpJHEItdIjZa9auDzg,2016-03-17,Thursday,2016-03-24
Hixlm89oHS9iThlL_fwFBw,2016-03-17,Thursday,2016-03-25
_k03DDLwNeO_k5Aun70tzQ,2016-03-17,Thursday,2016-03-27
E3-V9t4e7oJQpl5FiUvC5w,2016-03-17,Thursday,2016-03-25
Bw6KwI6Ln5-cOwgr-IlKdQ,2016-03-17,Thursday,2016-03-26
JOiNdl6YD_7VMC6IXbCTgg,2016-03-17,Thursday,2016-03-26
2QqpSterxukRvzVGxVel3A,2016-03-17,Thursday,2016-03-26
Mxj0fjnCKiwF-fAlBjV93w,2016-03-17,Thursday,2016-03-24
911E77b81L79UN1Bnb_Miw,2016-03-17,Thursday,2016-03-27
LlYUNDZIlSlp_m-lYxoN3A,2016-03-17,Thursday,2016-03-24
vfc52_Dra9Y1KGFTl3lZCQ,2016-03-17,Thursday,2016-03-26
OJT86tqy7LmgtLUy79owdg,2016-03-17,Thursday,2016-03-25
ZhVBS47TMsv18khWFsGqqA,2016-03-17,Thursday,2016-03-24
K_ttdEhTxS0KTUG-okcx9g,2016-03-17,Thursday,2016-04-10
sAJm9vTL4RJakhwEn20fJw,2016-03-17,Thursday,2016-03-25
OVySohxg7GLWnc-cBUqF3g,2016-03-17,Thursday,2016-03-27
kFWglFif_X7UZVccDzKNHg,2016-03-17,Thursday,2016-03-25
ffs9NFuYrNSgK-HFkbbfqw,2016-03-17,Thursday,2016-04-11
9W8JPWMm9ge4CgqnXkMvKw,2016-03-17,Thursday,2016-03-26
CULSdB1lv_A8vNATrJ_uHg,2016-03-18,Friday,2016-03-28
dNM6d_coCxAQWhxYilZrtg,2016-03-18,Friday,2016-03-28
7CoNqKKN-FS04C1wDsrgQQ,2016-03-18,Friday,2016-03-26
1vDVo2HWq9e24AvWek1FHg,2016-03-18,Friday,2016-03-28
FONfh6xVh75egfqFJN-kuA,2016-03-18,Friday,2016-03-28
Z_chiuogBlpeFwjT57SOPA,2016-03-18,Friday,NULL
2Q1rP8myO9sQ6ZjzVJrAxQ,2016-03-18,Friday,2016-03-25
3ONljmWUjGr8ydCad6AMJQ,2016-03-18,Friday,2016-03-26
45BPvMisFztP73ikM2NekA,2016-03-18,Friday,NULL
ybasrYaBYJ33pNbP7HZ5vw,2016-03-18,Friday,2016-03-27
CULSdB1lv_A8vNATrJ_uHg,2016-03-18,Friday,2016-03-28
7vw2oQRFXyvtPSMi7qFWMQ,2016-03-18,Friday,2016-04-08
dbIq28ESUPDrJQ9M--FysA,2016-03-18,Friday,2016-03-26
gPpcrVpHmR2CLUNmmUtKPQ,2016-03-18,Friday,2016-03-28
-UrT7oq7xRklzSirMA2cyw,2016-03-18,Friday,2016-03-28
PQd9EETTzXMldUriOMXmRQ,2016-03-18,Friday,2016-03-25
XHkTDNWVgglmNCQJKAyfGg,2016-03-18,Friday,2016-03-26
eMlQk3T1RTVTej3OFxQ8-Q,2016-03-18,Friday,2016-03-27
Bi9NgPa9uuFdKna5URsmTQ,2016-03-18,Friday,2016-03-27
EgVqVbQLKkuPFBXaWRLjbg,2016-03-18,Friday,2016-04-11
JwKIT4tuYYoxZQq92v_ePg,2016-03-18,Friday,2016-03-26
4aaiKGewBdtGJFR8WiSz6A,2016-03-18,Friday,2016-03-25
M6zBTiHHsJgSD_SM8iSVAQ,2016-03-18,Friday,2016-03-27
wT_B4EH-jGU2jgTH0A3LLQ,2016-03-18,Friday,2016-03-26
UzKPEgpjUPTcu5Zb_QyTlg,2016-03-18,Friday,2016-03-25
6NYiVN1X8XOuLcbX0UaMLQ,2016-03-18,Friday,2016-03-25
drhjGvatR8bAgJCMcSNLhQ,2016-03-18,Friday,2016-03-28
izsLNoNbp-ejRLzi2vKEkQ,2016-03-18,Friday,2016-03-27
Odmows3dLAF-HTKFN8sA9g,2016-03-18,Friday,2016-03-28
XMoksQuZXT_lw3xKuRdYeg,2016-03-18,Friday,2016-03-26
