DOI,Link,Abstract
"10.5334/dsj-2018-024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055752940&doi=10.5334%2fdsj-2018-024&partnerID=40&md5=f2949b6845410bf81f22ef258e4fa3c1","As the mobile phone data (CDR data) has gained an increasing interest in research, such as social science, transportation, urban informatics, and big data, this study aims at examining the representativeness of the CDR data in terms of resemblance of the actual population density distribution from three perspectives; operator’s market share, urban-rural user population ratio, and user gender ratio. The results reveal that the representativeness of the data does not scale at the same rate with the operator’s market share, the urban-rural user population ratio of 80:20 can best represent the population density distribution, and an equal mixture of male and female user population can best resemble the population density distribution. This study is the first investigation into the representativeness of the CDR data. The findings provide useful information, which can serve an insightful guideline when dealing with the CDR data. © 2018 The Author(s)."
"10.1080/23270012.2018.1530619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057140279&doi=10.1080%2f23270012.2018.1530619&partnerID=40&md5=3fb0960a19a9bfd1de73781545b6cb7f","This study deals an integrated manufacturer–buyer supply chain system for imperfect production under stochastic lead time demand. Here, defective rate has been followed as a function of production rate. Also, the produced units have been inspected in order to screen the defective units but screening rate is less than the production rate and greater than the demand rate. Buyer purchases the products from the manufacturer. Also, we assume that shortage during the lead time is permitted and demand during the shortage period is fully back-ordered. The objective is to derive the optimal production rate, ordering quantity and to maximize joint total profit. Basically, two different models for different probability distribution functions of stochastic lead time demand have been developed. Some numerical examples are provided to show the applicability of the proposed models comparing the optimum average profits. Finally, sensitive analysis, conclusion and future researches are presented. © 2018, © 2018 Antai College of Economics and Management, Shanghai Jiao Tong University."
"10.1080/23270012.2018.1508377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057109206&doi=10.1080%2f23270012.2018.1508377&partnerID=40&md5=a7f6e4b761f7b251802e400a593bee0d",[No abstract available]
"10.1080/23270012.2018.1512059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057102133&doi=10.1080%2f23270012.2018.1512059&partnerID=40&md5=3c403dbd7fdbc8ed61b358e628c6ffce","In the context of popularized healthcare, cloud computing centers are used to collect medical data from the cloud and diagnose illnesses. This means a technical framework that can be applied to the medical diagnostic process in popularized healthcare is needed in order to provide technical support. Based on the evidence fusion theory, this study established a multi-modality image evidence fusion method, which can simulate the doctor’s diagnostic process and use multiple modalities of medical images to diagnose illnesses. This study used the evidence fusion method to fuse two different modalities of medical images. The accuracy of the diagnosis after fusion was higher than that of diagnosis through two modalities separately. This fusion method has achieved great results in the process of multi-modality image fusion. © 2018, © 2018 Antai College of Economics and Management, Shanghai Jiao Tong University."
"10.1080/23270012.2018.1474390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057089212&doi=10.1080%2f23270012.2018.1474390&partnerID=40&md5=69a520b4c30cecd7a14fc3d2cb9eb1f6","Vehicle replacement time depends mainly on the rate of deterioration. Overloading has been found to be a significant factor of deterioration and cost accumulation. We examined the impact of overloading on vehicle deterioration and its total costs and hence the replacement time of vehicle fleets in Nigeria. The research design was a mixture of field survey and a longitudinal study of vehicle fleets of three transport companies in Benin City, Nigeria. The population of the study consisted of all interstate transport companies in Benin City. Multi-stage sampling was used to select the three transport companies studied. An overloading factor was developed and used to estimate the cost of operating overloaded vehicles. Research data were analysed using discrete dynamic programming, which was implemented using computer software developed through Pascal Programming. Results indicate that overloading significantly precipitates vehicle deterioration, increases operating and total cost and thus affects replacement time of vehicles. © 2018, © 2018 Antai College of Economics and Management, Shanghai Jiao Tong University."
"10.1080/23270012.2018.1478329","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057073517&doi=10.1080%2f23270012.2018.1478329&partnerID=40&md5=24447800b83dafbcc88eeb97f4b42f5b","Based on joint-innovation patent data from 2000 to 2016 in the Beijing–Tianjin–Hebei region of China, the purpose of this paper is to analyze how technological proximity affects university–industry collaborative innovation in the Beijing–Tianjin–Hebei region. We adopt a 1:1 matching design to conduct an empirical study. The results show that the effect of technological proximity on the formation of collaborative innovation displays an inverted U-shape, and geographical proximity and institutional proximity play a positive role of forming a tie. Geographical proximity and institutional proximity as a coordination mechanism, have negatively influenced the relationship between technological proximity and the formation of university–industry collaborative innovation. Furthermore, university strength improves the possibility of collaborative innovation. These findings contributed to the understanding of the relationship between technological proximity and collaborative innovation. © 2018, © 2018 Antai College of Economics and Management, Shanghai Jiao Tong University."
"10.1080/23270012.2018.1490211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053452209&doi=10.1080%2f23270012.2018.1490211&partnerID=40&md5=a6a82e14164155a6a1fc61ec425728f7","Regional medical unions are practical approaches to deal with the cases that patients crowd in Grade 3 Class A general hospitals in metropolitan cities such as Shanghai, in China. However, electronic medical data analysis exists challenges when patients are referred among different hospitals in the regional medical unions during treatment procedures. In smart cities, demands for medical services provided by smart devises, complicate the environment of medical data analysis. In order to tackle the above problems, in this paper, a healthcare data analysis system for regional medical union is designed to support doctors from different hospitals to assess health conditions of patients in an overall data view. Behaviour patterns are mined from physiological index values. Tags are generated from social networks data to find the hot topics concerned by people living in common region. Experiments are given to illustrate the feasibility of the system in supporting healthcare data analysis. © 2018, © 2018 Antai College of Economics and Management, Shanghai Jiao Tong University."
"10.4018/IJBAN.2018100101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052713215&doi=10.4018%2fIJBAN.2018100101&partnerID=40&md5=53e781fab05e8b294edb11c475f426e8","Cloud computing is one of emerging computing models that has many advantages. The IT industry is keenly aware of the need for Green Cloud computing solutions that save energy for the environment as well as reduce operational costs. This article presents a new green Cloud Computing framework based on multi agent systems for optimizing resource allocation in data centers (DCs). Our framework based on a new cloud computing architecture that benefits from the combination of the Cloud and agent technologies. DCs hosting Cloud applications need energy-Aware resource allocation mechanisms that minimize energy costs and other operational costs. This article offers a logical solution to manage physical and virtual resources in smarter data center. Copyright © 2018, IGI Global. Copying."
"10.4018/IJBAN.2018100102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052697353&doi=10.4018%2fIJBAN.2018100102&partnerID=40&md5=bc7475f38d4054e16c34fa83fcaf8b82","This article presents a restricted maximum likelihood-based algorithm to estimate who influences whose opinions and to what degree when agents share their opinions over large online social networks such as Twitter. The proposed algorithm uses multi-core processing and distributed computing to provide a scalable solution as the optimization problems are large in scale; a network with 10,000 agents and average connectivity of 100 requires estimates of about 1 million parameters. A computational study is then used to show that the estimates are efficient and robust when the full rank conditions for the covariance matrix are met. The results also highlight the importance of the quantity of the information being shared over the social network for the inference of the influence structure. Copyright © 2018, IGI Global. Copying."
"10.4018/IJBAN.2018100103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052694991&doi=10.4018%2fIJBAN.2018100103&partnerID=40&md5=e7a5db060e1ebd1fe87c9b5d6709bde3","As more print media move to online, news and media websites have evolved with increasing complexity in content, design, and monetization strategies. In this article, the authors examined and reported the web design patterns of 150 leading news and media websites in six different categories: TV news, online newspapers, online magazines, and technology news, sports news, and business news, using 28 analytics metrics in four dimensions: content structure, multimedia, social sharing, and advertising placements. Copyright © 2018, IGI Global. Copying."
"10.4018/IJBAN.2018100105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052680100&doi=10.4018%2fIJBAN.2018100105&partnerID=40&md5=05e8c4a71a43d0a5965a833d60eafb89","Nowadays, one of the most significant concerns is regarding to air pollution. Carbon dioxide, a greenhouse gas, is the main pollutant that is warming Earth. Industrialized countries have worked to reduce levels of sulfur dioxide, smog, and smoke in order to improve people's health. The problem of air pollution in the metropolises of Iran has been increased. The identification and development of clean fuels and also alternative fuels can play an important role in solving pollution problem. In this article, to find best fuel in terms of economic, social and environmental aspects which are part of sustainability. So, the multi-criteria decision-making techniques like fuzzy hierarchy analysis method and PROMETHEE used to rank and determine the preferred option for alternative fuels used in high-speed buses in Tehran. The results show that the biodiesel was selected as the best fuel to prevent the air pollution emission among the available options. Copyright © 2018, IGI Global."
"10.4018/IJBAN.2018100104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052675168&doi=10.4018%2fIJBAN.2018100104&partnerID=40&md5=995b92447b09fdd975be619cad3426ef","This article evaluates online grocery shopping web sites catering to customers primarily in India. The process of evaluation has been carried out in 3 parts using Rapidminer. In part A, the authors have studied the similarity in content that resides on the grocery shopping web sites. Using unstructured data from homepage of grocery shopping websites and the keywords specified for the web sites, the authors have made an effort to establish a cosine similarity index amongst them. In part B, the authors have analysed the customer reviews from the web sites. Studying the resulting association rules, authors have attempted to identify the attributes that drive customer happiness. In part C, the authors have documented the web traffic metric parameters (attributes) measured by search engine optimization (SEO) tool web sites. Hence, the created a correlation matrix to determine the parameters that are significantly impacting per day revenue for the web sites. Copyright © 2018, IGI Global. Copying."
"10.5334/dsj-2018-023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055735711&doi=10.5334%2fdsj-2018-023&partnerID=40&md5=84905eb177cc7a5b1dc863c533e47cad","The domain ontology, which plays a significant role in knowledge-based systems, still needs the manual work of domain experts to be constructed currently. The main motivation of this paper is to provide a semi-automatic platform which can construct fairly comprehensive domain ontology from unstructured data. Firstly, a brief QA process is proposed to simplify the interaction with the domain experts. A novel algorithm MPVW, which extends from the classical algorithm TF-IDF, is proposed to extract the terminologies from domain documents. MPVW balanced more parameters and factors to evaluate the feature of terminologies. The 3-layers taxonomy and terminology hyponymy height provide sufficient guide and prompt for domain experts to construct ontology from terminologies. According to our approach we have developed ROCP, a rapid ontology construction platform which has been applied in the space debris mitigation domain. The experimental data indicates that ROCP has sufficient accuracy to extract terminologies. Meanwhile, it is effective to relieve the labor of domain experts to construct domain ontology. © 2018 The Author(s)."
"10.5334/dsj-2018-021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055745991&doi=10.5334%2fdsj-2018-021&partnerID=40&md5=3d2c38cd1a3dcc7f70fd41af14f0e603","Interpreting observational data is a fundamental task in the sciences, specifically in earth and environmental science where observational data are increasingly acquired, curated, and published systematically by environmental research infrastructures. Typically subject to substantial processing, observational data are used by research communities, their research groups and individual scientists, who interpret such primary data for their meaning in the context of research investigations. The result of interpretation is information—meaningful secondary or derived data—about the observed environment. Research infrastructures and research communities are thus essential to evolving uninterpreted observational data to information. In digital form, the classical bearer of information are the commonly known “(elaborated) data products,” for instance maps. In such form, meaning is generally implicit e.g., in map colour coding, and thus largely inaccessible to machines. The systematic acquisition, curation, possible publishing and further processing of information gained in observational data interpretation—as machine readable data and their machine readable meaning—is not common practice among environmental research infrastructures. For a use case in aerosol science, we elucidate these problems and present a Jupyter based prototype infrastructure that exploits a machine learning approach to interpretation and could support a research community in interpreting observational data and, more importantly, in curating and further using resulting information about a studied natural phenomenon. © 2018 The Author(s)."
"10.5334/dsj-2018-022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055731302&doi=10.5334%2fdsj-2018-022&partnerID=40&md5=43c3cc701fe46ae59fe1aeff662f4a52","Environmental research data repositories provide much needed services for data preservation and data dissemination to diverse communities with domain specific or programmatic data needs and standards. Due to independent development these repositories serve their communities well, but were developed with different technologies, data models and using different ontologies. Hence, the effectiveness and efficiency of these services can be vastly improved if repositories work together adhering to a shared community platform that focuses on the implementation of agreed upon standards and best practices for curation and dissemination of data. Such a community platform drives forward the convergence of technologies and practices that will advance cross-domain interoperability. It will also facilitate contributions from investigators through standardized and streamlined workflows and provide increased visibility for the role of data managers and the curation services provided by data repositories, beyond preservation infrastructure. Ten specific suggestions for such standardizations are outlined without any suggestions for priority or technical implementation. Although the recommendations are for repositories to implement, they have been chosen specifically with the data provider/data curator and synthesis scientist in mind. © 2018 The Author(s)."
"10.5334/dsj-2018-020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055732194&doi=10.5334%2fdsj-2018-020&partnerID=40&md5=4bf2aefe64bc6b9caadccdbbec8030f5","Accurate, up-to-date maps of and georeferenced data about human population distribution are essential for meeting the United Nations Sustainable Development Goals progress measures, for supporting real-time crisis mapping and response efforts, and for performing many demographic and economic analyses. In December 2014, Esri published the initial version of the World Population Estimate (WPE) image service to ArcGIS Online. The service represents a dasymetric footprint of human settlement at 250-meter resolution. It is global and contains an estimate of the 2013 population for each populated cell. In 2016 Esri published an additional image service representing the earth’s population in 2015 at 162-meter resolution. Esri’s WPE is produced by combining classified land cover data indicating predominantly built-up or agricultural locations with Landsat8 Panchromatic imagery, road intersections, and known populated places. The model detects where settlement is likely to exist beyond the areas classified as predominantly built up. The result is a global dasymetric raster surface of the footprint of settlement with a score of the likelihood of human settlement for each cell of the footprint. Population data are apportioned to this settlement likelihood surface by overlaying population counts in polygons representing census enumeration units or political units representing population surveys. This paper presents the method developed at Esri for producing the estimate of settlement likelihood. © 2018 The Author(s)."
"10.1089/big.2018.0092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053795247&doi=10.1089%2fbig.2018.0092&partnerID=40&md5=9039150f3be24fe40ff4e1d67d908f9e","We develop a number of data-driven investment strategies that demonstrate how machine learning and data analytics can be used to guide investments in peer-to-peer loans. We detail the process starting with the acquisition of (real) data from a peer-to-peer lending platform all the way to the development and evaluation of investment strategies based on a variety of approaches. We focus heavily on how to apply and evaluate the data science methods, and resulting strategies, in a real-world business setting. The material presented in this article can be used by instructors who teach data science courses, at the undergraduate or graduate levels. Importantly, we go beyond just evaluating predictive performance of models, to assess how well the strategies would actually perform, using real, publicly available data. Our treatment is comprehensive and ranges from qualitative to technical, but is also modular - which gives instructors the flexibility to focus on specific parts of the case, depending on the topics they want to cover. The learning concepts include the following: data cleaning and ingestion, classification/probability estimation modeling, regression modeling, analytical engineering, calibration curves, data leakage, evaluation of model performance, basic portfolio optimization, evaluation of investment strategies, and using Python for data science. © Maxime C. Cohen et al., 2018."
"10.1089/big.2018.0002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053756655&doi=10.1089%2fbig.2018.0002&partnerID=40&md5=99713a07b2ea34ca12b66d8f61468a36","Existing methods of screening for substance abuse (standardized questionnaires or clinician's simply asking) have proven difficult to initiate and maintain in primary care settings. This article reports on how predictive modeling can be used to screen for substance abuse using extant data in electronic health records (EHRs). We relied on data available through Veterans Affairs Informatics and Computing Infrastructure (VINCI) for the years 2006 through 2016. We focused on 4,681,809 veterans who had at least two primary care visits; 829,827 of whom had a hospitalization. Data included 699 million outpatient and 17 million inpatient records. The dependent variable was substance abuse as identified from 89 diagnostic codes using the Agency for Healthcare Quality and Research classification of diseases. In addition, we included the diagnostic codes used for identification of prescription abuse. The independent variables were 10,292 inpatient and 13,512 outpatient diagnoses, plus 71 dummy variables measuring age at different years between 20 and 90 years. A modified naive Bayes model was used to aggregate the risk across predictors. The accuracy of the predictions was examined using area under the receiver operating characteristic (AROC) curve in 20% of data, randomly set aside for the evaluation. Many physical/mental illnesses were associated with substance abuse. These associations supported findings reported in the literature regarding the impact of substance abuse on various diseases and vice versa. In randomly set-aside validation data, the model accurately predicted substance abuse for inpatient (AROC = 0.884), outpatient (AROC = 0.825), and combined inpatient and outpatient (AROC = 0.840) data. If one excludes information available after substance abuse is known, the cross-validated AROC remained high, 0.822 for inpatient and 0.817 for outpatient data. Data within EHRs can be used to detect existing or predict potential future substance abuse. © Farrokh Alemi et al., 2018."
"10.1089/big.2018.0064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053750634&doi=10.1089%2fbig.2018.0064&partnerID=40&md5=09894e9b0ebaa1700fdec0e0e370df40","The advances in information technology of both hardware and software have allowed big data to emerge recently, classification of such data is extremely slow, particularly when using K-nearest neighbors (KNN) classifier. In this article, we propose a new approach that creates a binary search tree (BST) to be used later by the KNN to speed up the big data classification. This approach is based on finding the furthest-pair of points (diameter) in a data set, and then, it uses this pair of points to sort the examples of the training data set into a BST. At each node of the BST, the furthest-pair is found and the examples located at that particular node are further sorted based on their distances to these local furthest points. The created BST is then searched for a test example to the leaf; the examples found in that particular leaf are used to classify the test example using the KNN classifier. The experimental results on some well-known machine learning data sets show the efficiency of the proposed method, in terms of speed and accuracy compared with the state-of-the-art methods reviewed. With some optimization, the proposed method has a great potential to be used for big data classification and can be generalized for other applications, particularly when classification speed is the main concern. © Copyright 2018, Mary Ann Liebert, Inc."
"10.1016/j.bdr.2018.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049558621&doi=10.1016%2fj.bdr.2018.06.001&partnerID=40&md5=a4bf72e47224ab31a8c20f42fab1caea","The value of knowledge assets generated by analytics processes using Data Science techniques tends to decay over time, as a consequence of changes in the elements the process depends on: external data sources, libraries, and system dependencies. For large-scale problems, refreshing those outcomes through greedy re-computation is both expensive and inefficient, as some changes have limited impact. In this paper we address the problem of refreshing past process outcomes selectively, that is, by trying to identify the subset of outcomes that will have been affected by a change, and by only re-executing fragments of the original process. We propose a technical approach to address the selective re-computation problem by combining multiple techniques, and present an extensive experimental study in Genomics, namely variant calling and their clinical interpretation, to show its effectiveness. In this case study, we are able to decrease the number of required re-computations on a cohort of individuals from 495 (blind) down to 71, and that we can reduce runtime by at least 60% relative to the naïve blind approach, and in some cases by 90%. Starting from this experience, we then propose a blueprint for a generic re-computation meta-process that makes use of process history metadata to make informed decisions about selective re-computations in reaction to a variety of changes in the data. © 2018 Elsevier Inc."
"10.1016/j.bdr.2018.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048925853&doi=10.1016%2fj.bdr.2018.05.004&partnerID=40&md5=f71ed6c6888a6f5b99801103eb03440b","Feature selection for predictive analytics continues to be a major challenge in the healthcare industry, particularly as it relates to readmission prediction. Several research works in mining healthcare data have focused on structured data for readmission prediction. Even within those works that are based on unstructured data, significant gaps exist in addressing class imbalance, context specific noise removal which thus necessitates new approaches readmission prediction using unstructured data. In this work, a novel approach is proposed for feature selection and domain related stop words removal from unstructured with class imbalance in discharge summary notes. The proposed predictive model uses these features along with other relevant structured data. Five iterations of predictions were performed to tune and improve the models, results of which are presented and analyzed in this paper. The authors suggest future directions in implementing the proposed approach in hospitals or clinics aimed at leveraging structured and unstructured discharge summary notes. © 2018 Elsevier Inc."
"10.1016/j.bdr.2018.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048150207&doi=10.1016%2fj.bdr.2018.05.003&partnerID=40&md5=cb89b4f2087af4adf5935dab2d9518a1","The majority of the clinical observation data stored in large-scale Electronic Health Record (EHR) research data networks are unlabeled. Unsupervised clustering can provide invaluable tools for studying patient sub-groups in these data. Many of the popular unsupervised clustering algorithms are dependent on identifying the number of clusters. Multiple statistical methods are available to approximate the number of clusters in a dataset. However, available methods are computationally inefficient when applied to large amounts of data. Scalable analytical procedures are needed to extract knowledge from large clinical datasets. Using both simulated, clinical, and public data, we developed and tested the kluster procedure for approximating the number of clusters in a large clinical dataset. The kluster procedure iteratively applies four statistical cluster number approximation methods to small subsets of data that were drawn randomly with replacements and recommends the most frequent and mean number of clusters resulted from the iterations as the potential optimum number of clusters. Our results showed that the kluster's most frequent product that iteratively applies a model-based clustering strategy using Bayesian Information Criterion (BIC) to samples of 200–500 data points, through 100 iterations, offers a reliable and scalable solution for approximating the number of clusters in unsupervised clustering. We provide the kluster procedure as an R package. © 2018 Elsevier Inc."
"10.1016/j.bdr.2018.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047445987&doi=10.1016%2fj.bdr.2018.03.003&partnerID=40&md5=4db57db2b3a43ed391e19a1beaf6af3a","Predicting risk of adverse events (AEs) following surgical procedure is of significant interest, as that may guide in better resource utilization and an improved quality of care. Currently available comorbidity indices are largely inaccurate to predict adverse events other than death, as well as off-the-shelf machine learning models do not typically account for the temporal sequence of events to enable predictive analytics. We propose a study to improve the current techniques for assessing and predicting the risk of adverse events (AEs) associated with multiple chronic conditions by designing machine learning models that account for and incorporate the temporal sequence and timing of conditions. We formalize the task as a binary classification problem. Our technical contributions include devising novel sequence based feature discovery techniques to augment existing supervised classification algorithms, as well as formalizing the classification task as a Markov Chain Model (MCM) that captures the temporal sequence of prior chronic conditions/events. Finally, we design a hybrid or multi-classifier that combines prediction from the aforementioned classification models to finally predict AE. Our experimental results, conducted using the Truven Health MarketScan Research Databases with more than 27 million of claim records on two different surgery types, discover interesting insights that can guide patient-centered decision-making and can direct healthcare teams to adjust techniques and interventions. We also extensively compare the performance of our solutions to appropriate baselines. © 2018 Elsevier Inc."
"10.1016/j.bdr.2018.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047072435&doi=10.1016%2fj.bdr.2018.05.001&partnerID=40&md5=8165afa8ab69c43fdb8d26fce15cc155","Patient similarity analysis is a precondition to apply machine learning technology on medical data. In this sense, patient similarity analysis harnesses the information wealth of electronic medical records (EMRs) to support medical decision making. A pairwise similarity computation can be used as the basis for personalized health prediction. With n patients the amount of (n2) similarity calculations is required. Thus, analyzing patient similarity leads to data explosion when exploiting big data. By increasing the data size the computational burden of this analysis increases. A real-life medical application may exceed the limits of current hardware in a fairly short amount of time. Finding ways to optimize patient similarity analysis and handling this data explosion is the topic of this paper. Current implementations for patient similarity analysis require their users to have knowledge of complex data analysis tools. Moreover, data pre-processing and analysis are performed in synthetic conditions: the data are extracted from the EMR database and then the data preparation and analysis are processed in external tools. After all of this effort the users might not experience a superior performance of the patient similarity analysis. We propose methods to optimize the patient similarity analysis in order to make it scalable to big data. Our method was tested against two real datasets and a low execution time was accomplished. Our result hence benefits a comprehensive medical decision support system. Moreover, our implementation comprises a balance between performance and applicability: the majority of the workload is processed within a database management system to enable a direct implementation on an EMR database. © 2018 Elsevier Inc."
"10.1016/j.bdr.2018.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046872300&doi=10.1016%2fj.bdr.2018.03.002&partnerID=40&md5=c1969c4f58430fecaab5468a17483c96","Health insurance companies in Brazil have their data about claims organized having the view only for service providers. In this way, they lose the view of physicians’ activity and how physicians share patients. Partnership between physicians can be seen as fruitful, when they team up to help a patient, but could represent an issue as well, when a recommendation to visit another physician occurs only because they work in same clinic. This work took place during a short-term project involving a partnership between our lab and a large health insurance company in Brazil. The goal of the project was to provide insights (with business impact) about physicians’ activity from the analysis of the claims database. This work presents one of the outcomes of the project, i.e., a way of modeling the underlying referrals in the social network of physicians resulting from health insurance claims data. The approach considers the flow of patients through the physician–physician network, highlighting connections where referrals between physicians potentially occurred. We present the results from the analysis of a claims database (detailing 18 months of activity) from the health insurance company we partnered with. The main contribution presented in this paper is the model to reveal mutual referrals between physicians. Results show the proposed model reveals underlying characteristics of physicians’ activity from real health insurance claims data with multiple business applications. © 2018 Elsevier Inc."
"10.1016/j.bdr.2018.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044256269&doi=10.1016%2fj.bdr.2018.02.005&partnerID=40&md5=acdcdda7dc718dd56b0687ab8034efb3","DNA methylation is a well-studied genetic modification crucial to regulate the functioning of the genome. Its alterations play an important role in tumorigenesis and tumor-suppression. Thus, studying DNA methylation data may help biomarker discovery in cancer. Since public data on DNA methylation become abundant – and considering the high number of methylated sites (features) present in the genome – it is important to have a method for efficiently processing such large datasets. Relying on big data technologies, we propose BIGBIOCL an algorithm that can apply supervised classification methods to datasets with hundreds of thousands of features. It is designed for the extraction of alternative and equivalent classification models through iterative deletion of selected features. We run experiments on DNA methylation datasets extracted from The Cancer Genome Atlas, focusing on three tumor types: breast, kidney, and thyroid carcinomas. We perform classifications extracting several methylated sites and their associated genes with accurate performance (accuracy >97%). Results suggest that BIGBIOCL can perform hundreds of classification iterations on hundreds of thousands of features in few hours. Moreover, we compare the performance of our method with other state-of-the-art classifiers and with a wide-spread DNA methylation analysis method based on network analysis. Finally, we are able to efficiently compute multiple alternative classification models and extract – from DNA-methylation large datasets – a set of candidate genes to be further investigated to determine their active role in cancer. BIGBIOCL, results of experiments, and a guide to carry on new experiments are freely available on GitHub at https://github.com/fcproj/BIGBIOCL. © 2018 Elsevier Inc."
"10.1016/j.bdr.2018.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043374398&doi=10.1016%2fj.bdr.2018.02.006&partnerID=40&md5=c1ebc34779e7c153cb817fbb2f3a4e07","Healthcare reimbursement has had a tremendous impact on healthcare institutions and the economy. The healthcare reimbursement process consists of coding, billing, and payment based on the care provided to the patient. The rapid development of new medical treatments and procedures and changes in regulations and policies have been increasing the complexity of the reimbursement process, resulting in financial, operational, and care delivery issues for healthcare institutions. Therefore, methods of process analysis, such as process mining, have been used as a basic strategy to improve the organizational effectiveness of healthcare institutions. In this context, the main objective of this study is to propose an approach to investigate the factors that may cause delays in the reimbursement process using a combination of process mining and data mining techniques to extract information from the process data and support decision-making. To accomplish this analysis, process mining is applied to map the reimbursement process from the event log and to determine possible bottlenecks. In contrast, data mining is used to identify frequent patterns and interesting associations in the process data. Finally, by applying the proposed approach to a real case of a healthcare institution in Brazil, we extracted valuable insights regarding process execution and confirmed the effectiveness and potential of combining process mining and the association rules mining techniques. © 2018 Elsevier Inc."
"10.1007/s41019-018-0070-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062710273&doi=10.1007%2fs41019-018-0070-8&partnerID=40&md5=c14df90685d74deea637c68da21ab1bd","Analyzing job hopping behavior is important for understanding job preference and career progression of working individuals. When analyzed at the workforce population level, job hop analysis helps to gain insights of talent flow among different jobs and organizations. Traditionally, surveys are conducted on job seekers and employers to study job hop behavior. Beyond surveys, job hop behavior can also be studied in a highly scalable and timely manner using a data-driven approach in response to fast-changing job landscape. Fortunately, the advent of online professional networks (OPNs) has made it possible to perform a large-scale analysis of talent flow. In this paper, we present a new data analytics framework to analyze the talent flow patterns of close to 1 million working professionals from three different countries/regions using their publicly accessible profiles in an established OPN. As OPN data are originally generated for professional networking applications, our proposed framework repurposes the same data for a different analytics task. Prior to performing job hop analysis, we devise a job title normalization procedure to mitigate the amount of noise in the OPN data. We then devise several metrics to measure the amount of work experience required to take up a job, to determine that the duration of a job’s existence (also known as the job age), and the correlation between the above metric and propensity of hopping. We also study how job hop behavior is related to job promotion/demotion. Lastly, we perform connectivity analysis at job and organization levels to derive insights on talent flow as well as job and organizational competitiveness. © 2018, The Author(s)."
"10.1007/s41019-018-0076-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062699494&doi=10.1007%2fs41019-018-0076-2&partnerID=40&md5=d745868e36487ab1f7a09161efd793e0","Continuous training is crucial for creating and maintaining the right skill-profile for the industrial organization’s workforce. There is a tremendous variety in the available trainings within an organization: technical, project management, quality, leadership, domain-specific, soft-skills, etc. Hence it is important to assist the employee in choosing the best trainings, which perfectly suits her background, project needs and career goals. In this paper, we focus on algorithms for training recommendation in an industrial setting. We formalize the problem of next training recommendation, taking into account the employee’s training and work history. We present several new unsupervised sequence mining algorithms to mine the past trainings data from the organization for arriving at personalized next training recommendation. Using the real-life data about trainings of 118,587 employees over 5019 distinct trainings from a large multi-national IT organization, we show that these algorithms outperform several standard recommendation engine algorithms as well as those based on standard sequence mining algorithms. © 2018, The Author(s)."
"10.1007/s41019-018-0072-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062695716&doi=10.1007%2fs41019-018-0072-6&partnerID=40&md5=b70d52a2629b9774965bb97ca4bc1e54","Hardware techniques and environments underwent significant transformations in the field of information technology, represented by high-performance processors and hardware accelerators characterized by abundant heterogeneous parallelism, nonvolatile memory with hybrid storage hierarchies, and RDMA-enabled high-speed network. Recent hardware trends in these areas deeply affect data management and analysis applications. In this paper, we first introduce the development trend of the new hardware in computation, storage, and network dimensions. Then, the related research techniques which affect the upper data management system design are reviewed. Finally, challenges and opportunities are addressed for the key technologies of data management and analysis in new hardware environments. © 2018, The Author(s)."
